,0,1,2,3,4
raw_material_1,-0.6840737016933781,-0.07084298044619433,-0.18915821245397618,-0.18089692722615205,-0.677140986172283
raw_material_2,-0.046558234300769774,-0.26258457180890565,0.8976177554742791,0.2525313819284926,-0.24370461560120515
raw_material_3,0.6834844419108853,0.1612553900169046,-0.13058254157548355,0.08778252395353148,-0.6943256765958582
temperature,-0.005087735220812767,0.6727980743864558,0.3758297309145427,-0.6372353406810571,4.163336342344337e-17
time,-0.25039695302939025,0.6688572830296515,-0.014203834514782493,0.699806796149385,-0.0
