,Expected_value_update_width,Estimated_value,std_of_Estimated_value,SMILES
140,0.0020966557900787865,379.4157734332156,43.4111805861977,CC(=O)OCC(C)C
141,0.002008288015343942,363.16991947613263,39.00715769978871,CCCCCOC=O
142,0.0019028354722284944,391.99442228217765,46.42496117981331,C=CC(=O)OCC(C)C
143,0.0018238967822848014,364.42401344164807,39.09100933319028,CCCCCCOCCCCCC
144,0.0018238967822848014,364.42401344164807,39.09100933319028,CCCCCCOCCCCCC
145,0.0017800919076283936,434.0428853029095,57.07927356720014,Cc1ccc(O)cc1
146,0.0016911627845479088,422.90687014708413,54.04487668844814,CC(O)CCO
147,0.00167602948222852,402.72935818259555,48.824768170898786,OC1CCCCC1
148,0.001602013122186361,424.93824551096344,54.38283026439816,Cc1cccc(N)c1
149,0.0015112305800962893,423.0114760760956,53.69623370611748,C=C(CC(CC)CCCC)C(=O)[O-]
150,0.0014473651529863553,438.6466014355629,57.523088737005835,Cc1ccccc1O
151,0.0013016557866289725,365.3949815053377,38.505628739317864,CCC(=O)CC
152,0.0012596107911220233,425.6133347880126,53.7596724197537,Cc1ccc(N)cc1
153,0.0011941915155948418,425.96665468498543,53.67627307089135,CCCCCCCCCCCCCCCC
154,0.0011912061691729293,428.2977975009578,54.254381307912915,Cc1ccccc1N
155,0.001135326115539171,385.9557521451353,43.4181007752704,CC(C)C(C)O
156,0.001121855475341757,504.13263126272716,72.89618959802799,CC(=O)Oc1ccccc1C(=O)O
157,0.0010727126292583086,414.1692559488144,50.37809899721505,C=CCCCCCCCCCCCCCC
158,0.0010281774264013568,411.95259749772094,49.69578606185713,CN(C)c1ccccc1
159,0.0010274013480043934,381.7610327820877,42.095278268735235,c1ccccc1
160,0.0009887904735055419,322.44535085114654,26.84708814743368,C1=CCC=C1
161,0.0008902264481405325,545.2964857088673,81.93036148415877,CCCCOC(=O)c1ccccc1C(=O)OCCCC
162,0.0008716721327080932,401.6081887978636,46.64066709522612,Cc1ccccc1
163,0.0007452431954842065,338.73470087687383,30.51317286468328,CCCC(C)=O
164,0.0006616673085002942,321.7408371142851,26.00655982027862,CC(C)(C)Cl
