,exe_time_sec
PLS,3.824126958847046
SVR,160.54624581336975
DT,1.6910748481750488
RF,226.40008878707886
LASSO,31.687554836273193
RIDGE,3.1889660358428955
ElasticNet,1560.6932530403137
