,BoilingPoint,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BertzCT,Chi0,Chi0v,Chi1,Chi1v,Chi2v,Chi3n,Chi3v,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA1,SMR_VSA9,SlogP_VSA2,TPSA,EState_VSA5,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState3,VSA_EState6,VSA_EState7,VSA_EState8,HeavyAtomCount,NHOHCount,NumHDonors,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_ether,fr_unbrch_alkane
sample_198,489.5,2.279016097,1.370867769,2.279016097,0.430464304,170.34,144.132,170.2034508,74,-0.053305974,-0.065382383,0.065382383,0.053305974,0.416666667,0.666666667,0.916666667,13.96040481,10.07005825,1.895641994,-1.994692357,2.093504811,-1.796841751,4.452404811,0.562058249,56.4385619,9.071067812,9.071067812,5.914213562,5.914213562,3.828427125,2.457106781,2.457106781,1.560660172,0.0,488.925094,12.0,11.0,10.0,78.75361429,0.0,78.05569063,0.0,0.0,0.0,0.0,0.0,0.0,64.20821623,13.8474744,0.0,0.0,0.0,0.0,14.44196781,4.558032194,12,0,0,4.9272,57.518,0,0,0,7
sample_199,498.9,5.526780045,0.978298611,5.526780045,0.465366597,186.339,160.131,186.1983655,80,0.046553396,-0.381452449,0.381452449,0.046553396,0.615384615,1.076923077,1.461538462,16.47286339,10.18565665,1.89776079,-2.026296278,2.011831226,-1.963913014,4.414385996,0.125617753,71.19366194,9.778174593,9.479316102,6.414213562,5.991563832,3.733692779,2.28445705,2.28445705,1.363863754,-0.04,812.7027727,12.96,11.96,11.96,83.86715952,4.736862954,52.37240414,12.84164325,13.21376393,4.736862954,0.0,13.21376393,9.23,51.36657298,13.8474744,4.736862954,5.526780045,0.0,0.0,10.53327875,6.439941208,13,0,0,4.1636,59.103,0,0,1,8
sample_2,325.8,9.055555556,0.638888889,9.055555556,0.313131264,56.064,52.032,56.02621475,22,0.141745822,-0.29858709,0.29858709,0.141745822,1.75,2.0,2.0,16.12840493,10.75374284,1.378083046,-1.372725567,1.348797929,-1.442844404,5.628518249,-0.103597841,24.26466251,3.414213562,2.27005561,1.914213562,0.977283884,0.371785024,0.096225045,0.096225045,0.0,-0.59,6.854752972,3.41,2.41,1.41,24.94105432,0.0,6.578935684,6.076020107,0.0,4.794537184,0.0,6.286160523,17.07,6.076020107,6.578935684,4.794537184,0.0,0.0,0.0,1.833333333,3.111111111,4,0,0,0.3713,16.261,0,0,0,0
sample_20,315.0,4.46875,0.388888889,4.46875,0.438396252,76.095,68.031,76.0524295,32,0.145448324,-0.358682481,0.358682481,0.145448324,1.2,1.6,1.6,16.64767929,11.36498708,1.626167678,-1.872133736,1.599315679,-1.868548165,3.843382423,-0.002714377,12.36452798,4.121320344,3.523603362,2.414213562,1.39384685,0.695201399,0.23570226,0.23570226,0.11785113,-0.08,11.2451125,4.92,3.92,3.92,31.69622572,9.473725908,0.0,0.0,14.21959508,9.473725908,0.0,21.01253739,18.46,0.0,9.473725908,0.0,8.9375,0.0,0.0,0.0,0.388888889,5,0,0,0.2367,18.885,0,0,2,0
sample_200,537.4,2.159722222,1.029444444,2.159722222,0.645200185,168.239,156.143,168.0939004,64,-0.002577562,-0.062248361,0.062248361,0.002577562,0.538461538,0.923076923,1.307692308,13.9733912,10.05742132,1.9209363,-1.995602313,2.073038517,-1.851933418,5.248482575,1.193456421,310.8124823,8.932875131,7.480609473,6.449489743,4.528473986,3.147973815,2.093897615,2.093897615,1.427425663,-1.56,1589.71823,8.057239276,3.902562753,2.187074407,78.85343944,0.0,60.66367068,17.54772461,0.0,0.0,0.0,0.0,0.0,11.12690298,60.66367068,0.0,0.0,0.0,21.06555556,1.029444444,0.0,13,0,0,3.2774,55.69,0,0,0,0
sample_201,596.6,11.59577145,-0.287543462,11.59577145,0.730797571,212.248,200.152,212.0837296,80,0.337955184,-0.45722281,0.45722281,0.337955184,0.875,1.4375,2.0625,16.53286384,10.19682241,2.048047396,-2.037993935,2.050541625,-2.0414055,5.887324126,0.047249893,448.6762621,11.21733218,8.797106054,7.860173345,5.121844021,3.427756577,2.22224579,2.22224579,1.380685073,-2.09,6818.994323,10.4285596,5.121140695,2.700916042,94.49344888,4.736862954,48.53093655,17.69618563,0.0,9.531400138,0.0,5.969305288,26.3,0.0,0.0,4.736862954,5.175185185,0.0,18.62826105,0.0,0.314055178,16,0,0,3.0436,62.0035,0,0,1,0
sample_202,553.6,2.183472222,1.129814815,2.183472222,0.681460202,182.266,168.154,182.1095504,70,-0.023824284,-0.062248736,0.062248736,0.023824284,0.5,0.857142857,1.214285714,13.98197843,10.04950583,1.927776738,-2.005068753,2.057852999,-1.893731614,5.192775004,0.960272689,322.2685978,9.639981913,8.187716254,6.949489743,5.028473986,3.471197119,2.387999593,2.387999593,1.57802961,-1.56,2714.305287,9.013093821,4.613424263,2.461795458,85.21838155,0.0,60.66367068,23.96854623,0.0,0.0,0.0,0.0,0.0,11.12690298,60.66367068,0.0,0.0,0.0,21.24712396,2.25962963,0.0,14,0,0,3.4718,60.292,0,0,0,0
sample_203,524.2,3.736442738,1.204861111,3.736442738,0.302902879,196.378,168.154,196.2191009,84,-0.035341293,-0.103082979,0.103082979,0.035341293,0.714285714,1.142857143,1.571428571,13.9719414,10.05977112,1.907787945,-2.0044002,2.105201881,-1.806986116,4.647567822,0.557516162,104.6059378,10.48528137,10.06263164,6.914213562,6.523603362,4.259330785,2.761801681,2.761801681,1.776112002,-0.26,1347.912253,13.74,12.74,11.74,90.79389548,0.0,70.78715191,12.84164325,0.0,0.0,0.0,0.0,0.0,70.62903785,13.50267288,0.0,0.0,0.0,0.0,17.48617098,6.013829016,14,0,0,5.4834,66.658,0,0,0,9
sample_204,526.7,2.285446899,1.37204142,2.285446899,0.373103584,198.394,168.154,198.234751,86,-0.053305973,-0.065382383,0.065382383,0.053305973,0.357142857,0.571428571,0.785714286,13.97645898,10.05566109,1.91184236,-2.008938941,2.109558978,-1.811238906,4.468458978,0.547661094,74.03910002,10.48528137,10.48528137,6.914213562,6.914213562,4.535533906,2.957106781,2.957106781,1.914213562,0.0,1347.912253,14.0,13.0,12.0,91.48349851,0.0,90.89733387,0.0,0.0,0.0,0.0,0.0,0.0,77.04985948,13.8474744,0.0,0.0,0.0,0.0,17.4291062,4.570893798,14,0,0,5.7074,66.752,0,0,0,9
sample_205,613.1,11.94474482,-0.470841181,11.94474482,0.538282379,278.348,256.172,278.1518092,110,0.338505965,-0.462078397,0.462078397,0.338505965,0.85,1.25,1.6,16.53910628,10.08490659,2.18053879,-2.089385574,2.123233207,-2.144501923,6.026113619,0.045211737,398.8579422,14.79468245,12.18503493,9.701907263,7.135410682,4.524528945,2.828986599,2.828986599,1.61302577,-1.84,29244.90307,16.21506608,9.125580159,5.034776864,119.6309589,9.473725908,38.82185178,24.97437738,0.0,19.06280028,0.0,25.1523745,52.6,0.0,0.0,9.473725908,10.27647833,0.0,6.59113111,3.533411859,4.780613032,20,0,0,3.6004,76.823,0,0,2,2
sample_206,558.0,3.749566675,1.205782313,3.749566675,0.255573929,224.432,192.176,224.250401,96,-0.035341293,-0.103082979,0.103082979,0.035341293,0.625,1.0,1.375,13.98453007,10.04883002,1.92033692,-2.015372038,2.11774398,-1.817973134,4.64773762,0.544675155,126.0,11.89949494,11.47684521,7.914213562,7.523603362,4.966437566,3.261801681,3.261801681,2.129665392,-0.26,3682.875587,15.74,14.74,13.74,103.5237797,0.0,83.62879516,12.84164325,0.0,0.0,0.0,0.0,0.0,83.4706811,13.50267288,0.0,0.0,0.0,0.0,20.46634166,6.033658345,16,0,0,6.2636,75.892,0,0,0,11
sample_207,622.1,11.36247733,-0.06641231,11.36247733,0.321866146,314.466,280.194,314.2457096,130,0.305277514,-0.465675192,0.465675192,0.305277514,0.590909091,0.954545455,1.318181818,16.5357099,10.08276596,2.032194236,-2.046116221,2.094962631,-2.052279752,5.690522061,-0.14441704,248.2607212,16.46840904,14.5324881,10.70190726,9.015167194,5.769367486,3.533683018,3.533683018,2.050803086,-1.06,57242.79712,20.94,16.31292159,15.33114334,135.4934016,9.473725908,52.37240414,25.68328649,12.84164325,19.06280028,0.0,25.1523745,52.6,0.0,13.8474744,9.473725908,10.20766951,0.0,0.0,11.25094988,5.282583915,22,0,0,4.7938,88.67,0,0,2,7
sample_208,588.0,3.759796531,1.206380208,3.759796531,0.216374714,252.486,216.198,252.2817012,108,-0.035341293,-0.103082979,0.103082979,0.035341293,0.555555556,0.888888889,1.222222222,13.9937663,10.04125501,1.929544397,-2.022971034,2.126951709,-1.825576324,4.647866351,0.535953363,148.1173001,13.3137085,12.89105877,8.914213562,8.523603362,5.673544347,3.761801681,3.761801681,2.483218783,-0.26,9997.377973,17.74,16.74,15.74,116.2536639,0.0,96.4704384,12.84164325,0.0,0.0,0.0,0.0,0.0,96.31232434,13.50267288,0.0,0.0,0.0,0.0,23.45111662,6.048883378,18,0,0,7.0438,85.126,0,0,0,13
sample_209,648.3,10.33320724,-0.653061016,10.33320724,0.336041979,284.484,248.196,284.2715304,120,0.302839557,-0.48123039,0.48123039,0.302839557,0.6,0.9,1.2,16.36513249,10.03832299,1.965533262,-2.02623063,2.130626096,-1.929476882,5.660163678,-0.136653196,201.5949031,14.89105877,13.66917038,9.77005561,8.988391115,6.093486012,3.994195557,3.994195557,2.647546069,-0.53,22676.46375,19.47,16.52414185,17.47,125.8990228,5.106527395,96.81523992,6.420821623,6.420821623,9.901064579,0.0,11.07583268,37.3,83.4706811,6.9237372,5.106527395,0.0,8.517321778,0.0,20.19919723,2.270001429,20,1,1,6.3325,87.1818,0,0,0,13
sample_21,460.8,10.32407501,-0.664233856,10.32407501,0.290516942,282.468,248.196,282.2558803,118,0.302839557,-0.48123039,0.48123039,0.302839557,0.75,1.2,1.7,16.36513221,10.07806935,1.953654253,-1.987595192,2.09285913,-1.928441849,5.660170292,-0.136652993,233.5727214,14.89105877,13.40965736,9.77005561,8.638221029,5.728027239,3.652443848,3.652443848,2.346965552,-0.79,22676.46375,19.21,16.26491488,17.21,125.2094198,5.106527395,70.4423504,32.10410811,6.420821623,9.901064579,0.0,11.07583268,37.3,70.62903785,19.07577741,5.106527395,0.0,8.508189547,0.0,21.23980737,2.25882859,20,1,1,6.1085,87.0878,0,0,0,10
